Date: 2013-05-10 Time: 15:40:49

Log statistics for channel: 0
Data frames: 616294
Error frames: 0
Overload frames: 0
Max bus load: 19%

Log statistics for channel: 1
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 2
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 3
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Ch	No	TIME	TYPE	ID	DLC	MSG
0	611872	565,5586	Std	0	1	[55]
0	611873	565,5590	Std	211	6	[01, 03, 04, 7F, 57, 97]
0	611874	565,5594	Std	8	1	[03]
0	611875	565,5597	Std	10	6	[00, 03, 04, 7F, 51, 53]
0	611876	565,5610	Std	281	4	[01, D7, A7, 5D]
0	611877	565,5629	Std	209	3	[03, FF, FF]
0	611878	565,5636	Std	0	1	[55]
0	611879	565,5640	Std	211	6	[02, 03, 04, 7F, 56, 42]
0	611880	565,5644	Std	8	1	[03]
0	611881	565,5646	Std	10	6	[00, 03, 04, 7F, 4F, FB]
0	611882	565,5660	Std	281	4	[01, D7, A7, 5D]
0	611883	565,5686	Std	0	1	[55]
0	611884	565,5690	Std	211	6	[01, 03, 04, 7F, 54, EA]
0	611885	565,5694	Std	8	1	[03]
0	611886	565,5697	Std	10	6	[00, 03, 04, 7F, 4E, A4]
0	611887	565,5710	Std	281	4	[01, D7, A7, 5D]
0	611888	565,5736	Std	0	1	[55]
0	611889	565,5740	Std	211	6	[02, 03, 04, 7F, 53, 94]
0	611890	565,5744	Std	8	1	[03]
0	611891	565,5746	Std	10	6	[00, 03, 04, 7F, 4D, 4D]
0	611892	565,5760	Std	281	4	[01, D7, A7, 5D]
0	611893	565,5786	Std	0	1	[55]
0	611894	565,5790	Std	211	6	[02, 03, 04, 7F, 52, 3D]
0	611895	565,5794	Std	8	1	[03]
0	611896	565,5797	Std	10	6	[00, 03, 04, 7F, 4B, F6]
0	611897	565,5810	Std	281	4	[01, D7, A7, 5D]
0	611898	565,5834	Std	209	3	[03, FF, FF]
0	611899	565,5836	Std	0	1	[55]
0	611900	565,5840	Std	211	6	[02, 03, 04, 7F, 50, E6]
0	611901	565,5844	Std	8	1	[03]
0	611902	565,5846	Std	10	6	[00, 03, 04, 7F, 4A, 9F]
0	611903	565,5860	Std	281	4	[01, D7, A7, 5D]
0	611904	565,5886	Std	0	1	[55]
0	611905	565,5890	Std	211	6	[01, 03, 04, 7F, 4F, 8D]
0	611906	565,5894	Std	8	1	[03]
0	611907	565,5897	Std	10	6	[00, 03, 04, 7F, 49, 47]
0	611908	565,5910	Std	281	4	[01, D7, A7, 5D]
0	611909	565,5936	Std	0	1	[55]
0	611910	565,5940	Std	211	6	[02, 03, 04, 7F, 4E, 36]
0	611911	565,5944	Std	8	1	[03]
0	611912	565,5946	Std	10	6	[00, 03, 04, 7F, 47, F0]
0	611913	565,5960	Std	281	4	[01, D7, A7, 5D]
0	611914	565,5986	Std	0	1	[55]
0	611915	565,5990	Std	211	6	[00, 03, 04, 7F, 4C, DD]
0	611916	565,5994	Std	8	1	[03]
0	611917	565,5997	Std	10	6	[00, 03, 04, 7F, 46, 99]
0	611918	565,6010	Std	281	4	[01, D7, A7, 5D]
0	611919	565,6036	Std	0	1	[55]
0	611920	565,6039	Std	209	3	[03, FF, FF]
0	611921	565,6041	Std	211	6	[02, 03, 04, 7F, 4B, 85]
0	611922	565,6044	Std	8	1	[03]
0	611923	565,6046	Std	10	6	[00, 03, 04, 7F, 45, 42]
0	611924	565,6060	Std	281	4	[01, D7, A7, 5D]
0	611925	565,6086	Std	0	1	[55]
0	611926	565,6090	Std	211	6	[00, 03, 04, 7F, 4A, 2C]
0	611927	565,6095	Std	8	1	[03]
0	611928	565,6097	Std	10	6	[00, 03, 04, 7F, 43, EA]
0	611929	565,6110	Std	281	4	[01, D7, A7, 5D]
0	611930	565,6136	Std	0	1	[55]
0	611931	565,6140	Std	211	6	[02, 03, 04, 7F, 48, D5]
0	611932	565,6144	Std	8	1	[03]
0	611933	565,6146	Std	10	6	[00, 03, 04, 7F, 42, 93]
0	611934	565,6160	Std	281	4	[01, D7, A7, 5D]
0	611935	565,6186	Std	0	1	[55]
0	611936	565,6190	Std	211	6	[01, 03, 04, 7F, 47, 7D]
0	611937	565,6194	Std	8	1	[03]
0	611938	565,6197	Std	10	6	[00, 03, 04, 7F, 41, 3C]
0	611939	565,6210	Std	281	4	[01, D7, A7, 5D]
0	611940	565,6236	Std	0	1	[55]
0	611941	565,6240	Std	211	6	[02, 03, 04, 7F, 46, 28]
0	611942	565,6242	Std	209	3	[03, FF, FF]
0	611943	565,6244	Std	8	1	[03]
0	611944	565,6246	Std	10	6	[00, 03, 04, 7F, 3F, E5]
0	611945	565,6260	Std	281	4	[01, D7, A7, 5D]
0	611946	565,6286	Std	0	1	[55]
0	611947	565,6290	Std	211	6	[01, 03, 04, 7F, 44, D0]
0	611948	565,6295	Std	8	1	[03]
0	611949	565,6297	Std	10	6	[00, 03, 04, 7F, 3E, 8E]
0	611950	565,6310	Std	281	4	[01, D7, A7, 5D]
0	611951	565,6336	Std	0	1	[55]
0	611952	565,6340	Std	211	6	[02, 03, 04, 7F, 43, 7A]
0	611953	565,6344	Std	8	1	[03]
0	611954	565,6346	Std	10	6	[00, 03, 04, 7F, 3D, 36]
0	611955	565,6360	Std	281	4	[01, D7, A7, 5E]
0	611956	565,6386	Std	0	1	[55]
0	611957	565,6390	Std	211	6	[01, 03, 04, 7F, 42, 23]
0	611958	565,6394	Std	8	1	[03]
0	611959	565,6396	Std	10	6	[00, 03, 04, 7F, 3B, DF]
0	611960	565,6410	Std	281	4	[01, D7, A7, 5D]
0	611961	565,6436	Std	0	1	[55]
0	611962	565,6440	Std	211	6	[02, 03, 04, 7F, 40, CC]
0	611963	565,6444	Std	8	1	[03]
0	611964	565,6446	Std	10	6	[00, 03, 04, 7F, 3A, 88]
0	611965	565,6448	Std	209	3	[03, FF, FF]
0	611966	565,6460	Std	281	4	[01, D7, A7, 5D]
0	611967	565,6486	Std	0	1	[55]
0	611968	565,6490	Std	211	6	[01, 03, 04, 7F, 3F, 74]
0	611969	565,6495	Std	8	1	[03]
0	611970	565,6497	Std	10	6	[00, 03, 04, 7F, 39, 31]
0	611971	565,6498	Std	410	4	[1D, 9D, 03, BE]
0	611972	565,6501	Std	411	4	[1D, 9D, 03, BE]
0	611973	565,6510	Std	281	4	[01, D7, A7, 5D]
0	611974	565,6536	Std	0	1	[55]
0	611975	565,6540	Std	211	6	[02, 03, 04, 7F, 3E, 1C]
0	611976	565,6544	Std	8	1	[03]
0	611977	565,6546	Std	10	6	[00, 03, 04, 7F, 37, D9]
0	611978	565,6548	Std	410	4	[FF, 1C, 00, 00]
0	611979	565,6551	Std	411	4	[FF, 1C, 03, FD]
0	611980	565,6560	Std	281	4	[01, D7, A7, 5D]
0	611981	565,6586	Std	0	1	[55]
0	611982	565,6590	Std	211	6	[01, 03, 04, 7F, 3C, C5]
0	611983	565,6595	Std	8	1	[03]
0	611984	565,6597	Std	10	6	[00, 03, 04, 7F, 36, 82]
0	611985	565,6610	Std	281	4	[01, D7, A7, 5D]
0	611986	565,6636	Std	0	1	[55]
0	611987	565,6640	Std	211	6	[02, 03, 04, 7F, 3B, 6F]
0	611988	565,6644	Std	8	1	[03]
0	611989	565,6646	Std	10	6	[00, 03, 04, 7F, 35, 2B]
0	611990	565,6650	Std	209	3	[03, FF, FF]
0	611991	565,6660	Std	281	4	[01, D7, A7, 5D]
0	611992	565,6686	Std	0	1	[55]
0	611993	565,6690	Std	211	6	[01, 03, 04, 7F, 3A, 17]
0	611994	565,6695	Std	8	1	[03]
0	611995	565,6697	Std	10	6	[00, 03, 04, 7F, 33, D4]
0	611996	565,6710	Std	281	4	[01, D7, A7, 5D]
0	611997	565,6736	Std	0	1	[55]
0	611998	565,6740	Std	211	6	[02, 03, 04, 7F, 38, C1]
0	611999	565,6744	Std	8	1	[03]
0	612000	565,6746	Std	10	6	[00, 03, 04, 7F, 32, 7D]
0	612001	565,6760	Std	281	4	[01, D7, A7, 5D]
0	612002	565,6786	Std	0	1	[55]
0	612003	565,6790	Std	211	6	[01, 03, 04, 7F, 37, 6B]
0	612004	565,6794	Std	8	1	[03]
0	612005	565,6797	Std	10	6	[00, 03, 04, 7F, 31, 25]
0	612006	565,6810	Std	281	4	[01, D7, A7, 5D]
0	612007	565,6836	Std	0	1	[55]
0	612008	565,6840	Std	211	6	[03, 03, 04, 7F, 36, 15]
0	612009	565,6844	Std	8	1	[03]
0	612010	565,6846	Std	10	6	[00, 03, 04, 7F, 2F, CE]
0	612011	565,6854	Std	209	3	[03, FF, FF]
0	612012	565,6860	Std	281	4	[01, D7, A7, 5D]
0	612013	565,6886	Std	0	1	[55]
0	612014	565,6890	Std	211	6	[01, 03, 04, 7F, 34, BD]
0	612015	565,6895	Std	8	1	[03]
0	612016	565,6897	Std	10	6	[00, 03, 04, 7F, 2E, 77]
0	612017	565,6910	Std	281	4	[01, D7, A7, 5D]
0	612018	565,6936	Std	0	1	[55]
0	612019	565,6940	Std	211	6	[02, 03, 04, 7F, 33, 67]
0	612020	565,6944	Std	8	1	[03]
0	612021	565,6946	Std	10	6	[00, 03, 04, 7F, 2D, 20]
0	612022	565,6960	Std	281	4	[01, D7, A7, 5D]
0	612023	565,6986	Std	0	1	[55]
0	612024	565,6990	Std	211	6	[01, 03, 04, 7F, 32, 0F]
0	612025	565,6994	Std	8	1	[03]
0	612026	565,6997	Std	10	6	[00, 03, 04, 7F, 2B, C8]
0	612027	565,7010	Std	281	4	[01, D7, A7, 5E]
0	612028	565,7036	Std	0	1	[55]
0	612029	565,7040	Std	211	6	[02, 03, 04, 7F, 30, B8]
0	612030	565,7044	Std	8	1	[03]
0	612031	565,7046	Std	10	6	[00, 03, 04, 7F, 2A, 71]
0	612032	565,7059	Std	209	3	[03, FF, FF]
0	612033	565,7060	Std	281	4	[01, D7, A7, 5D]
0	612034	565,7086	Std	0	1	[55]
0	612035	565,7090	Std	211	6	[01, 03, 04, 7F, 2F, 5F]
0	612036	565,7094	Std	80	1	[01]
0	612037	565,7096	Std	8	1	[03]
0	612038	565,7098	Std	10	6	[00, 03, 04, 7F, 29, 1A]
0	612039	565,7110	Std	281	4	[01, D7, A7, 5D]
0	612040	565,7136	Std	0	1	[55]
0	612041	565,7140	Std	211	6	[02, 03, 04, 7F, 2E, 07]
0	612042	565,7144	Std	8	1	[03]
0	612043	565,7146	Std	10	6	[00, 03, 04, 7F, 27, C3]
0	612044	565,7160	Std	281	4	[01, D7, A7, 5D]
0	612045	565,7186	Std	0	1	[55]
0	612046	565,7190	Std	211	6	[00, 03, 04, 7F, 2C, AE]
0	612047	565,7194	Std	8	1	[03]
0	612048	565,7196	Std	10	6	[00, 03, 04, 7F, 26, 6C]
0	612049	565,7210	Std	281	4	[01, D7, A7, 5D]
0	612050	565,7236	Std	0	1	[55]
0	612051	565,7240	Std	211	6	[02, 03, 04, 7F, 2B, 56]
0	612052	565,7244	Std	8	1	[03]
0	612053	565,7246	Std	10	6	[00, 03, 04, 7F, 25, 14]
0	612054	565,7260	Std	281	4	[01, D7, A7, 5E]
0	612055	565,7262	Std	209	3	[03, FF, FF]
0	612056	565,7286	Std	0	1	[55]
0	612057	565,7290	Std	211	6	[00, 03, 04, 7F, 29, FD]
0	612058	565,7295	Std	8	1	[03]
0	612059	565,7297	Std	10	6	[00, 03, 04, 7F, 23, BD]
0	612060	565,7310	Std	281	4	[01, D7, A7, 5D]
0	612061	565,7336	Std	0	1	[55]
0	612062	565,7340	Std	211	6	[02, 03, 04, 7F, 28, A8]
0	612063	565,7344	Std	8	1	[03]
0	612064	565,7346	Std	10	6	[00, 03, 04, 7F, 22, 66]
0	612065	565,7360	Std	281	4	[01, D7, A7, 5D]
0	612066	565,7386	Std	0	1	[55]
0	612067	565,7390	Std	211	6	[01, 03, 04, 7F, 27, 50]
0	612068	565,7394	Std	8	1	[03]
0	612069	565,7396	Std	10	6	[00, 03, 04, 7F, 21, 0F]
0	612070	565,7410	Std	281	4	[01, D7, A7, 5D]
0	612071	565,7436	Std	0	1	[55]
0	612072	565,7440	Std	211	6	[02, 03, 04, 7F, 25, FA]
0	612073	565,7444	Std	8	1	[03]
0	612074	565,7446	Std	10	6	[00, 03, 04, 7F, 1F, B7]
0	612075	565,7460	Std	281	4	[01, D7, A7, 5D]
0	612076	565,7465	Std	209	3	[03, FF, FF]
0	612077	565,7486	Std	0	1	[55]
0	612078	565,7490	Std	211	6	[01, 03, 04, 7F, 24, A3]
0	612079	565,7495	Std	8	1	[03]
0	612080	565,7497	Std	10	6	[00, 03, 04, 7F, 1E, 60]
0	612081	565,7510	Std	281	4	[01, D7, A7, 5D]
0	612082	565,7536	Std	0	1	[55]
0	612083	565,7540	Std	211	6	[02, 03, 04, 7F, 23, 4D]
0	612084	565,7544	Std	8	1	[03]
0	612085	565,7546	Std	10	6	[00, 03, 04, 7F, 1D, 09]
0	612086	565,7548	Std	410	4	[1D, 9D, 04, 53]
0	612087	565,7551	Std	411	4	[1D, 9D, 04, 53]
0	612088	565,7560	Std	281	4	[01, D7, A7, 5D]
0	612089	565,7586	Std	0	1	[55]
0	612090	565,7590	Std	211	6	[01, 03, 04, 7F, 21, F5]
0	612091	565,7595	Std	8	1	[03]
0	612092	565,7597	Std	10	6	[00, 03, 04, 7F, 1B, B2]
0	612093	565,7610	Std	281	4	[01, D7, A7, 5D]
0	612094	565,7636	Std	0	1	[55]
0	612095	565,7640	Std	211	6	[02, 03, 04, 7F, 20, 9E]
0	612096	565,7644	Std	8	1	[03]
0	612097	565,7646	Std	10	6	[00, 03, 04, 7F, 1A, 5B]
0	612098	565,7660	Std	281	4	[01, D7, A7, 5E]
0	612099	565,7669	Std	209	3	[03, FF, FF]
0	612100	565,7686	Std	0	1	[55]
0	612101	565,7690	Std	211	6	[01, 03, 04, 7F, 1F, 46]
0	612102	565,7695	Std	8	1	[03]
0	612103	565,7697	Std	10	6	[00, 03, 04, 7F, 19, 03]
0	612104	565,7698	Std	408	4	[00, 63, 00, 17]
0	612105	565,7703	Std	409	4	[00, 17, 00, 2E]
0	612106	565,7710	Std	281	4	[01, D7, A7, 5D]
0	612107	565,7736	Std	0	1	[55]
0	612108	565,7740	Std	211	6	[02, 03, 04, 7F, 1D, F0]
0	612109	565,7744	Std	8	1	[03]
0	612110	565,7746	Std	10	6	[00, 03, 04, 7F, 17, AC]
0	612111	565,7760	Std	281	4	[01, D7, A7, 5D]
0	612112	565,7786	Std	0	1	[55]
0	612113	565,7790	Std	211	6	[01, 03, 04, 7F, 1C, 98]
0	612114	565,7794	Std	8	1	[03]
0	612115	565,7796	Std	10	6	[00, 03, 04, 7F, 16, 55]
0	612116	565,7810	Std	281	4	[01, D7, A7, 5D]
0	612117	565,7836	Std	0	1	[55]
0	612118	565,7840	Std	211	6	[02, 03, 04, 7F, 1B, 43]
0	612119	565,7844	Std	8	1	[03]
0	612120	565,7846	Std	10	6	[00, 03, 04, 7F, 14, FE]
0	612121	565,7860	Std	281	4	[01, D7, A7, 5D]
0	612122	565,7873	Std	209	3	[03, FF, FF]
0	612123	565,7886	Std	0	1	[55]
0	612124	565,7890	Std	211	6	[01, 03, 04, 7F, 19, EB]
0	612125	565,7895	Std	8	1	[03]
0	612126	565,7897	Std	10	6	[00, 03, 04, 7F, 13, A6]
0	612127	565,7910	Std	281	4	[01, D7, A7, 5D]
0	612128	565,7936	Std	0	1	[55]
0	612129	565,7940	Std	211	6	[02, 03, 04, 7F, 18, 95]
0	612130	565,7944	Std	8	1	[03]
0	612131	565,7946	Std	10	6	[00, 03, 04, 7F, 12, 4F]
0	612132	565,7960	Std	281	4	[01, D7, A7, 5D]
0	612133	565,7986	Std	0	1	[55]
0	612134	565,7990	Std	211	6	[01, 03, 04, 7F, 17, 3E]
0	612135	565,7994	Std	8	1	[03]
0	612136	565,7997	Std	10	6	[00, 03, 04, 7F, 10, F8]
0	612137	565,8010	Std	281	4	[01, D6, A7, 5D]
0	612138	565,8036	Std	0	1	[55]
0	612139	565,8040	Std	211	6	[03, 03, 04, 7F, 15, E8]
0	612140	565,8044	Std	8	1	[03]
0	612141	565,8046	Std	10	6	[00, 03, 04, 7F, 0F, A1]
0	612142	565,8060	Std	281	4	[01, D7, A7, 5D]
0	612143	565,8077	Std	209	3	[03, FF, FF]
0	612144	565,8086	Std	0	1	[55]
0	612145	565,8090	Std	211	6	[01, 03, 04, 7F, 14, 90]
0	612146	565,8095	Std	8	1	[03]
0	612147	565,8097	Std	10	6	[00, 03, 04, 7F, 0E, 4A]
0	612148	565,8110	Std	281	4	[01, D7, A7, 5D]
0	612149	565,8136	Std	0	1	[55]
0	612150	565,8140	Std	211	6	[02, 03, 04, 7F, 13, 39]
0	612151	565,8144	Std	8	1	[03]
0	612152	565,8146	Std	10	6	[00, 03, 04, 7F, 0C, F2]
0	612153	565,8160	Std	281	4	[01, D7, A7, 5D]
0	612154	565,8186	Std	0	1	[55]
0	612155	565,8190	Std	211	6	[01, 03, 04, 7F, 11, E2]
0	612156	565,8194	Std	8	1	[03]
0	612157	565,8196	Std	10	6	[00, 03, 04, 7F, 0B, 9B]
0	612158	565,8210	Std	281	4	[01, D7, A7, 5D]
0	612159	565,8236	Std	0	1	[55]
0	612160	565,8240	Std	211	6	[02, 03, 04, 7F, 10, 8A]
0	612161	565,8244	Std	8	1	[03]
0	612162	565,8246	Std	10	6	[00, 03, 04, 7F, 0A, 44]
0	612163	565,8260	Std	281	4	[01, D7, A7, 5D]
0	612164	565,8282	Std	209	3	[03, FF, FF]
0	612165	565,8286	Std	0	1	[55]
0	612166	565,8290	Std	211	6	[00, 03, 04, 7F, 0F, 31]
0	612167	565,8295	Std	8	1	[03]
0	612168	565,8297	Std	10	6	[00, 03, 04, 7F, 08, ED]
0	612169	565,8310	Std	281	4	[01, D7, A7, 5D]
0	612170	565,8336	Std	0	1	[55]
0	612171	565,8340	Std	211	6	[02, 03, 04, 7F, 0D, D9]
0	612172	565,8344	Std	8	1	[03]
0	612173	565,8346	Std	10	6	[00, 03, 04, 7F, 07, 95]
0	612174	565,8360	Std	281	4	[01, D7, A7, 5D]
0	612175	565,8386	Std	0	1	[55]
0	612176	565,8390	Std	211	6	[00, 03, 04, 7F, 0C, 80]
0	612177	565,8394	Std	8	1	[03]
0	612178	565,8397	Std	10	6	[00, 03, 04, 7F, 06, 3E]
0	612179	565,8410	Std	281	4	[01, D7, A7, 5D]
0	612180	565,8436	Std	0	1	[55]
0	612181	565,8440	Std	211	6	[02, 03, 04, 7F, 0B, 29]
0	612182	565,8444	Std	8	1	[03]
0	612183	565,8446	Std	10	6	[00, 03, 04, 7F, 04, E7]
0	612184	565,8460	Std	281	4	[01, D7, A7, 5E]
0	612185	565,8486	Std	209	3	[03, FF, FF]
0	612186	565,8487	Std	0	1	[55]
0	612187	565,8490	Std	211	6	[01, 03, 04, 7F, 09, D1]
0	612188	565,8495	Std	8	1	[03]
0	612189	565,8497	Std	10	6	[00, 03, 04, 7F, 03, 90]
0	612190	565,8510	Std	281	4	[01, D7, A7, 5D]
0	612191	565,8536	Std	0	1	[55]
0	612192	565,8540	Std	211	6	[02, 03, 04, 7F, 08, 7B]
0	612193	565,8544	Std	8	1	[03]
0	612194	565,8546	Std	10	6	[00, 03, 04, 7F, 02, 39]
0	612195	565,8560	Std	281	4	[01, D7, A7, 5D]
0	612196	565,8586	Std	0	1	[55]
0	612197	565,8590	Std	211	6	[01, 03, 04, 7F, 07, 24]
0	612198	565,8594	Std	8	1	[03]
0	612199	565,8596	Std	10	6	[00, 03, 04, 7F, 00, E1]
0	612200	565,8598	Std	410	4	[1D, 9D, 03, CE]
0	612201	565,8601	Std	411	4	[1D, 9D, 03, CE]
0	612202	565,8610	Std	281	4	[01, D7, A7, 5D]
0	612203	565,8636	Std	0	1	[55]
0	612204	565,8640	Std	211	6	[02, 03, 04, 7F, 05, CE]
0	612205	565,8644	Std	8	1	[03]
0	612206	565,8646	Std	10	6	[00, 03, 04, 7E, FF, 8A]
0	612207	565,8660	Std	281	4	[01, D7, A7, 5D]
0	612208	565,8686	Std	0	1	[55]
0	612209	565,8690	Std	211	6	[01, 03, 04, 7F, 04, 77]
0	612210	565,8691	Std	209	3	[03, FF, FF]
0	612211	565,8694	Std	8	1	[03]
0	612212	565,8697	Std	10	6	[00, 03, 04, 7E, FE, 33]
0	612213	565,8710	Std	281	4	[01, D7, A7, 5D]
0	612214	565,8736	Std	0	1	[55]
0	612215	565,8740	Std	211	6	[02, 03, 04, 7F, 03, 20]
0	612216	565,8744	Std	8	1	[03]
0	612217	565,8746	Std	10	6	[00, 03, 04, 7E, FC, DC]
0	612218	565,8760	Std	281	4	[01, D7, A7, 5D]
0	612219	565,8786	Std	0	1	[55]
0	612220	565,8790	Std	211	6	[01, 03, 04, 7F, 01, C7]
0	612221	565,8794	Std	8	1	[03]
0	612222	565,8796	Std	10	6	[00, 03, 04, 7E, FB, 84]
0	612223	565,8810	Std	281	4	[01, D7, A7, 5E]
0	612224	565,8836	Std	0	1	[55]
0	612225	565,8840	Std	211	6	[02, 03, 04, 7F, 00, 70]
0	612226	565,8844	Std	8	1	[03]
0	612227	565,8846	Std	10	6	[00, 03, 04, 7E, FA, 2D]
0	612228	565,8860	Std	281	4	[01, D7, A7, 5D]
0	612229	565,8886	Std	0	1	[55]
0	612230	565,8890	Std	211	6	[01, 03, 04, 7E, FF, 19]
0	612231	565,8894	Std	209	3	[03, FF, FF]
0	612232	565,8895	Std	8	1	[03]
0	612233	565,8897	Std	10	6	[00, 03, 04, 7E, F8, D6]
0	612234	565,8910	Std	281	4	[01, D7, A7, 5D]
0	612235	565,8936	Std	0	1	[55]
0	612236	565,8940	Std	211	6	[02, 03, 04, 7E, FD, C3]
0	612237	565,8944	Std	8	1	[03]
0	612238	565,8946	Std	10	6	[00, 03, 04, 7E, F7, 7F]
0	612239	565,8960	Std	281	4	[01, D7, A7, 5D]
0	612240	565,8986	Std	0	1	[55]
0	612241	565,8990	Std	211	6	[01, 03, 04, 7E, FC, 6B]
0	612242	565,8994	Std	8	1	[03]
0	612243	565,8996	Std	10	6	[00, 03, 04, 7E, F6, 28]
0	612244	565,9010	Std	281	4	[01, D7, A7, 5D]
0	612245	565,9036	Std	0	1	[55]
0	612246	565,9040	Std	211	6	[02, 03, 04, 7E, FB, 15]
0	612247	565,9044	Std	8	1	[03]
0	612248	565,9046	Std	10	6	[00, 03, 04, 7E, F4, D0]
0	612249	565,9060	Std	281	4	[01, D7, A7, 5D]
0	612250	565,9086	Std	0	1	[55]
0	612251	565,9090	Std	211	6	[01, 03, 04, 7E, F9, BE]
0	612252	565,9094	Std	8	1	[03]
0	612253	565,9096	Std	10	6	[00, 03, 04, 7E, F3, 79]
0	612254	565,9098	Std	209	3	[03, FF, FF]
0	612255	565,9110	Std	281	4	[01, D7, A7, 5D]
0	612256	565,9136	Std	0	1	[55]
0	612257	565,9140	Std	211	6	[03, 03, 04, 7E, F8, 69]
0	612258	565,9144	Std	8	1	[03]
0	612259	565,9146	Std	10	6	[00, 03, 04, 7E, F2, 22]
0	612260	565,9160	Std	281	4	[01, D7, A7, 5D]
0	612261	565,9186	Std	0	1	[55]
0	612262	565,9190	Std	211	6	[01, 03, 04, 7E, F7, 11]
0	612263	565,9194	Std	8	1	[03]
0	612264	565,9196	Std	10	6	[00, 03, 04, 7E, F0, CB]
0	612265	565,9210	Std	281	4	[01, D7, A7, 5E]
0	612266	565,9236	Std	0	1	[55]
0	612267	565,9240	Std	211	6	[02, 03, 04, 7E, F5, BB]
0	612268	565,9244	Std	8	1	[03]
0	612269	565,9246	Std	10	6	[00, 03, 04, 7E, EF, 74]
0	612270	565,9260	Std	281	4	[01, D7, A7, 5E]
0	612271	565,9286	Std	0	1	[55]
0	612272	565,9290	Std	211	6	[01, 03, 04, 7E, F4, 63]
0	612273	565,9294	Std	8	1	[03]
0	612274	565,9296	Std	10	6	[00, 03, 04, 7E, EE, 1C]
0	612275	565,9302	Std	209	3	[03, FF, FF]
0	612276	565,9310	Std	281	4	[01, D7, A7, 5D]
0	612277	565,9336	Std	0	1	[55]
0	612278	565,9340	Std	211	6	[03, 03, 04, 7E, F3, 0C]
0	612279	565,9344	Std	8	1	[03]
0	612280	565,9346	Std	10	6	[00, 03, 04, 7E, EC, C5]
0	612281	565,9360	Std	281	4	[01, D7, A7, 5D]
0	612282	565,9386	Std	0	1	[55]
0	612283	565,9390	Std	211	6	[01, 03, 04, 7E, F1, B3]
0	612284	565,9394	Std	8	1	[03]
0	612285	565,9396	Std	10	6	[00, 03, 04, 7E, EB, 6E]
0	612286	565,9410	Std	281	4	[01, D7, A7, 5D]
0	612287	565,9436	Std	0	1	[55]
0	612288	565,9440	Std	211	6	[02, 03, 04, 7E, F0, 5B]
0	612289	565,9444	Std	8	1	[03]
0	612290	565,9446	Std	10	6	[00, 03, 04, 7E, EA, 17]
0	612291	565,9460	Std	281	4	[01, D7, A7, 5D]
0	612292	565,9486	Std	0	1	[55]
0	612293	565,9490	Std	211	6	[01, 03, 04, 7E, EF, 03]
0	612294	565,9494	Std	8	1	[03]
0	612295	565,9496	Std	10	6	[00, 03, 04, 7E, E8, BF]
0	612296	565,9505	Std	209	3	[03, FF, FF]
0	612297	565,9510	Std	281	4	[01, D7, A7, 5D]
0	612298	565,9536	Std	0	1	[55]
0	612299	565,9540	Std	211	6	[02, 03, 04, 7E, ED, AA]
0	612300	565,9544	Std	8	1	[03]
0	612301	565,9546	Std	10	6	[00, 03, 04, 7E, E7, 68]
0	612302	565,9560	Std	281	4	[01, D7, A7, 5D]
0	612303	565,9586	Std	0	1	[55]
0	612304	565,9590	Std	211	6	[00, 03, 04, 7E, EC, 51]
0	612305	565,9594	Std	8	1	[03]
0	612306	565,9596	Std	10	6	[00, 03, 04, 7E, E6, 11]
0	612307	565,9610	Std	281	4	[01, D7, A7, 5D]
0	612308	565,9636	Std	0	1	[55]
0	612309	565,9640	Std	211	6	[02, 03, 04, 7E, EA, FB]
0	612310	565,9644	Std	8	1	[03]
0	612311	565,9646	Std	10	6	[00, 03, 04, 7E, E4, BA]
0	612312	565,9648	Std	410	4	[1D, 9D, 03, AD]
0	612313	565,9649	Std	411	4	[1D, 9D, 03, AD]
0	612314	565,9660	Std	281	4	[01, D7, A7, 5D]
0	612315	565,9686	Std	0	1	[55]
0	612316	565,9690	Std	211	6	[00, 03, 04, 7E, E9, A4]
0	612317	565,9695	Std	8	1	[03]
0	612318	565,9697	Std	10	6	[00, 03, 04, 7E, E3, 63]
0	612319	565,9709	Std	209	3	[03, FF, FF]
0	612320	565,9711	Std	281	4	[01, D7, A7, 5E]
0	612321	565,9736	Std	0	1	[55]
0	612322	565,9740	Std	211	6	[02, 03, 04, 7E, E8, 4E]
0	612323	565,9744	Std	8	1	[03]
0	612324	565,9746	Std	10	6	[00, 03, 04, 7E, E2, 0B]
0	612325	565,9760	Std	281	4	[01, D7, A7, 5D]
0	612326	565,9786	Std	0	1	[55]
0	612327	565,9790	Std	211	6	[01, 03, 04, 7E, E6, F6]
0	612328	565,9794	Std	8	1	[03]
0	612329	565,9796	Std	10	6	[00, 03, 04, 7E, E0, B4]
0	612330	565,9810	Std	281	4	[01, D7, A7, 5D]
0	612331	565,9836	Std	0	1	[55]
0	612332	565,9840	Std	211	6	[02, 03, 04, 7E, E5, A1]
0	612333	565,9844	Std	8	1	[03]
0	612334	565,9846	Std	10	6	[00, 03, 04, 7E, DF, 5D]
0	612335	565,9860	Std	281	4	[01, D7, A7, 5D]
0	612336	565,9886	Std	0	1	[55]
0	612337	565,9890	Std	211	6	[01, 03, 04, 7E, E4, 49]
